source	forward	forward	forward	forward	forward	forward	backward	backward	backward	backward	backward	backward
palubka	deck	Deck	dek	палуба	plataforma	plate-forme	paluba	#VALUE!	paluba	paluba	plošina	plošina
palácek	palace	Palast	paleis	дворец	palacio	palais	palác	#VALUE!	palác	hrad	palác	palác
pamatováček	memorial	Denkmal	herdenkings-	мемориал	monumento	Mémorial	pamětní	#VALUE!	pamětní	pamětní	památník	Pamětní
památníček	memorial	Denkmal	herdenkings-	мемориал	monumento	Mémorial	pamětní	#VALUE!	pamětní	pamětní	památník	Pamětní
panenka	doll	Puppe	pop	кукла	muñeca	poupée	panenka	#VALUE!	Dolly	panenka	zápěstí	panenka
panstvíčko	manor	Herrenhaus	landhuis	поместье	señorío	manoir	panství	zámek	venkovský dům	majetek	panství	panství
panáček	doll	Puppe	pop	кукла	muñeca	poupée	panenka	#VALUE!	Dolly	panenka	zápěstí	panenka
panička	lady	Dame	dame	леди	dama	la demoiselle	dáma	#VALUE!	Dáma	dáma	dáma	Dáma
paninka	pitch	Tonhöhe	toonhoogte	подача	tono	terrain	Pitch	#VALUE!	Pitch	směny	tón	přízemní
pancéřníček	armor	Rüstung	schild	доспехи	armadura	armure	brnění	#VALUE!	štít	brnění	brnění	brnění
pantík	hinge	Scharnier	scharnier	петля	bisagra	charnière	závěs	#VALUE!	závěs	smyčka	závěs	závěs
pantoflíček	slipper	Slipper	pantoffel	тапочка	zapatilla	pantoufle	Slipper	#VALUE!	Slipper	Slipper	bota	Slipper
papalášek	papal	päpstlich	pauselijk	папский	papal	papal	papežský	#VALUE!	papežský	papežský	papežský	papežský
papáníčko	papon	Papon	papon	папон	papon	papon	Papon	#VALUE!	Papon	Papon	Papon	Papon
papiroska	paper	Papier	papier	бумага	papel	papier	papír	#VALUE!	papír	papír	papír	papír
paprička	pepper	Pfeffer	peper	перец	pimienta	poivre	pepř	#VALUE!	pepř	pepř	Pepř	pepř
papulka	papulus	Papulus	Papulus	папулус	papulus	papulus	Papulus	#VALUE!	Papulus	Papulus	Papulus	Papulus
papučka	slipper	Slipper	pantoffel	тапочка	zapatilla	pantoufle	Slipper	#VALUE!	Slipper	Slipper	bota	Slipper
papánek	papon	Papon	papon	папон	papon	papon	Papon	#VALUE!	Papon	Papon	Papon	Papon
papírek	paper	Papier	papier	бумага	papel	papier	papír	#VALUE!	papír	papír	papír	papír
paradigmatika	paradigmatics	Paradigmatiker	paradigmatiek	Парадигматика	paradigmático	paradigmatique	Paradigmatika	Paradigmatik	Paradigmatika	Paradigmatika	Paradigmatické	Paradigmatické
paragráfek	paragraph	Absatz	paragraaf	параграф	párrafo	paragraphe	odstavec	#VALUE!	sekce	odstavec	odstavec	odstavec
paraplátko	paraplus	Paraplus	paraplus	Параплас	paraplus	paraplus	Paraplus	#VALUE!	deštník	Pales	Paraplus	Paraplus
paraplíčko	sag	durchhängen	doorzakken	провальный	hundimiento	affaissement	SAG	uvolnit se	SAG	selhání	potopení	ochabnutí
paravánek	stem	Stengel	stang	корень	provenir	tige	zastavit	#VALUE!	Tyč	vykořenit	zastavit	zastavit
parazolek	parasol	Sonnenschirm	parasol	зона	sombrilla	parasol	slunečník	slunečník	plážový slunečník	zóna	slunečník	plážový slunečník
parcelička	plot	Handlung	verhaallijn	участок	gráfico	terrain	spiknutí	#VALUE!	příběhová linie	místo	grafický	přízemní
parcelka	plot	Handlung	verhaallijn	участок	gráfico	terrain	spiknutí	#VALUE!	příběhová linie	místo	grafický	přízemní
parčík	park	Park	park	парк	parque	parc	park	#VALUE!	park	park	park	Park
parmička	bullshit	Bullshit	onzin	фигня	mierda	connerie	hovadina	#VALUE!	nesmysl	Figina	hovno	hovadina
partička	bunch	Bündel	veel	связка	racimo	groupe	chomáč	#VALUE!	mnoho	Vaz	chomáč	kapela
partyzánka	guerrilla	Guerilla	guerrilla	партизан	guerrilla	guérilla	partyzán	#VALUE!	partyzán	Partyzán	válčení	partyzán
parádička	gig	Soloauftritt	optreden	концерт	Curro	concert	koncert	Sólový vzhled	výkon	koncert	Curro	koncert
pásnička	flag	Flagge	vlag	флаг	bandera	drapeau	vlajka	#VALUE!	vlajka	vlajka	vlajka	vlajka
paspulka	tuck	stecken	schoten	пособие	pliegue	rosser	zastrčit	#VALUE!	výstřel	manuál	složit	růže
pastička	shepherd	Schäfer	herder	пасти	pastor	berger	pastýř	#VALUE!	pastýř	pást se	Pastýř	pastýř
pastorek	pinion	Ritzel	rondsel	шестерня	piñón	pignon	PINION	#VALUE!	PINION	Ozubené kolo	PINION	PINION
patička	heel	Hacke	hiel-	каблук	tacón	talon	pata	#VALUE!	pata-	pata	pata	pata
patka	flap	Klappe	klep	класть	solapa	rabat	klapka	#VALUE!	ventil	Dát	klapka	Rabat
patníček	heel	Hacke	hiel-	каблук	tacón	talon	pata	#VALUE!	pata-	pata	pata	pata
opatrníček	caution	Vorsicht	voorzichtigheid	осторожность	precaución	mise en garde	Pozor	#VALUE!	Pozor	Pozor	Pozor	Pozor
pauzička	pause	Pause	pauze	Пауза	pausa	pause	pauza	#VALUE!	pauza	Pauza	pauza	pauza
pavláčka	gall	Galle	gal	галстук	hiel	fiel	žluč	#VALUE!	žluč	kravata	žluč	žluč
pavouček	spider	Spinne	spin	паук	araña	araignée	pavouk	#VALUE!	pavouk	pavouk	pavouk	pavouk
pavučinka	cobweb	Spinnennetz	spinneweb	паутину	telaraña	araignée	pavučina	pavoučí síť	Spinneb	Web	pavoučí síť	pavouk
pazourek	flint	Feuerstein	vuursteen	кремневой	pedernal	silex	pazourek	Pazourek	pazourek	Killene	pazourek	pazourek
pařízek	Pařetek	Pařetek	Pařetek	Пахтек	Pařetek	Pařetek	Pařetek	#VALUE!	Pařetek	Pakhtek	Pařetek	Pařetek
pařátek	claw	Klaue	klauw	когтя	garra	griffe	dráp	#VALUE!	dráp	dráp	dráp	dráp
paštička	pate	Pastete	paat	пасти	coronilla	crâne	Pate	#VALUE!	Pate	pást se	koruna	lebka
pašíček	paw	Pfote	poot	лапа	pata	patte	tlapka	#VALUE!	Mate	tlapka	tlapka	tlapka
pažbička	casing	Gehäuse	behuizing	корпус	caja	enveloppe	kryt	#VALUE!	bydlení	rám	pokladna	obálka
zápecíčko	wreck	Wrack	wrak	крушение	naufragio	détruire	vrak	#VALUE!	vrak	Crack	vrak	zničit
pecháček	pecháček	Pecháček	Pecháček	Печахек	pecháček	Pecháček	Pechaček	#VALUE!	Zhroutit se	Tašky	Pechaček	Pechaček
pešek	pesek	Pesek	put	Пезек	pescador	pesek	Posek	#VALUE!	studna	Zpíval	rybář	Posek
pecička	pip	Pip	Pip	пип	pepita	pépin	pip	#VALUE!	Pip	Pip	valoun	semínko
peckovička	stone	Stein	steen	камень	piedra	pierre	kámen	#VALUE!	kámen	kámen	kámen	Pierre
pedálek	pedal	Pedal	pedaal	педаль	pedal	pédale	pedál	#VALUE!	pedál	pedál	pedál	pedál
peklíčko	hell	Hölle	hel	ад	infierno	enfer	peklo	#VALUE!	peklo	peklo	peklo	Peklo
pelíšek	bed	Bett	bed	кровать	cama	lit	postel	#VALUE!	postel	postel	postel	postel
peletka	pellet	Pellet	pellet	гранул	bolita	pastille	peleta	#VALUE!	peleta	Granul	peleta	pastilka
penisek	penis	Penis	penis	пенис	pene	pénis	penis	#VALUE!	penis	penis	penis	penis
penýsek	pennant	Wimpel	wimpel	вымпел	banderín	fanion	Pennant	#VALUE!	Pennant	Pennant	Pennant	Pennant
pentlička	pent	Pent	pent	пенсионный	encerrado	refoulé	Pent	#VALUE!	Pent	Důchod	uzamčený	potlačeno
penzička	pension	die Pension	pensioen	пенсия	pensión	Pension	důchod	Důchod	důchod	důchod	důchod	Důchod
penálek	penalty	Strafe	boete	штраф	multa	peine	trest	#VALUE!	pokuta	pokuta	pokuta	smutek
penízek	coin	Münze	munt	монета	moneda	pièce de monnaie	mince	#VALUE!	mince	mince	měna	kus peněz
pepík	pepík	Pepík	pepík	Пепик	pepí	pepík	Pepík	#VALUE!	pepř	Pepik	Pepí	Pepík
perlička	bead	Korn	kraal	шарик	talón	perle	korálek	#VALUE!	korálek	míč	pata	perla
permoníček	permon	Permon	permon	перми	permón	permaner	Permon	#VALUE!	povolení	Perm	Permon	trvalý
perníček	gingerbread	Lebkuchen	ontbijtkoek	имбирный пряник	pan de jengibre	pain d'épice	perník	#VALUE!	perník	perník	Perník	perník
pejsek	dog	Hund	hond	собака	perro	chien	Pes	#VALUE!	Pes	Pes	Pes	Pes 
pejsánek	doggie	Hunde	honden	собачка	perrito	chienchien	pejsek	#VALUE!	Pes	Pes	štěně	pejsek
psotníček	dog	Hund	hond	собака	perro	chien	Pes	#VALUE!	Pes	Pes	Pes	Pes 
psinka	dog	Hund	hond	собака	perro	chien	Pes	#VALUE!	Pes	Pes	Pes	Pes 
psineček	bump	stoßen	buil	удар	bulto	cogner	narazit	#VALUE!	narazit	udeřil	balík	narazit
psíček	doggie	Hunde	honden	собачка	perrito	chienchien	pejsek	#VALUE!	Pes	Pes	štěně	pejsek
petrželka	parsley	Petersilie	peterselie	петрушка	perejil	persil	petržel	Parsely	petržel	petržel	petržel	petržel
pevnůstka	blockhouse	Blockhaus	blokhuis	блок	blocao	casemate	pevnůstka	#VALUE!	Blok House	blok	pevnůstka	kasematy
pidimužík	pidimuzik	Pidimuzik	Pidimuzik	Пидимузик	pidimuzik	pimotage	Pidimuzik	#VALUE!	Pidimuzik	Pidimuzik	Pidimuzik	Pimotage
pidistranička	pidistrank	Pidistrank	pidistrank	Пидистранк	pidistrank	piquier	Pidistrank	Pidistrank	Pidistrank	Pidistrand	Pidistrank	Nick
pikolka	picol	Picol	picol	пикол	picol	picol	Picol	#VALUE!	Picol	Pikol	Picol	Picol
pikolík	piccol	Piccol	piccol	Пиккол	piccol	piccol	Piccol	#VALUE!	Piccol	Piccol	Piccol	Piccol
pikslička	piker	Piker	piker	пикер	tacaño	pingre	Piker	#VALUE!	klovaný pták	Výběr	lakomý	Pinger
pilníček	nail file	Nagelfeile	nagelvijl	пилочка для ногтей	Lima de uñas	lime à ongles	soubor nehtů	Soubor nehtů	soubor nehtů	soubor nehtů	soubor nehtů	soubor nehtů
pilulka	pill	Pille	pil	таблетка	píldora	pilule	pilulka	#VALUE!	pilulka	tableta	pilulka	pilulka
pilířek	pillar	Säule	pijler	столб	pilar	pilier	pilíř	#VALUE!	pilíř	pilíř	pilíř	pilíř
pimprlátko	pimprot	Pimprot	pimprot	Пимпрот	granero	pimpot	pimprot	#VALUE!	pimprot	Pimprot	stodola	Pimpot
pinglík	ping	Klingeln	ping	пинг	silbido	ping-ping	ping	#VALUE!	ping	Ping	pískat	ping-ping
pinďourek	pentle	Pentle	pentaal	пенл	pentle	pente	Pentle	#VALUE!	Pentaly	Penl	Pentle	sklon
pinďoureček	pona	Pona	pona	пона	pona	pona	Pona	#VALUE!	Pona	PNO	Pona	Pona
pipinka	piping	Rohrleitungen	bui	трубопровод	tubería	tuyauterie	potrubí	Potrubí	sprcha	potrubí	potrubí	potrubí
pirožek	pies	Kuchen	taarten	пироги	pasteles	tartes	koláče	#VALUE!	dorty	Koláče	dorty	koláče
piruetka	piruette	Piruette	piruette	Пирутт	pirueta	piruette	Piruette	#VALUE!	Piruette	Pyatt	pirueta	Piruette
pitomeček	noodle	Nudel	noedel	лапша	fideos	nouille	nudle	#VALUE!	nudle	nudle	nudle	nudle
pitominka	stupid	dumm	dom	глупый	tonto	stupide	hloupý	#VALUE!	hloupý	hloupý	blázen	němý
pitomůstka	stupid	dumm	dom	глупый	tonto	stupide	hloupý	#VALUE!	hloupý	hloupý	blázen	němý
pivoňka	peony	Pfingstrose	pioen	пион	peonía	pivoine	pivoňka	Pivoňka	pivoňka	pivoňka	pivoňka	pivoňka
piškotek	sponge	Schwamm	spons	губка	esponja	éponge	mycí houba	#VALUE!	mycí houba	mycí houba	mycí houba	mycí houba
plácek	spit	Spucke	spit	плевать	escupir	cracher	plivat	#VALUE!	plivat	plivat	plivat	plivat
plachetka	sail	Segel	zeil-	плыть	navegar	naviguer	plachta	#VALUE!	plachtění	Plavat	Procházet	navigovat
uplakánek	crybaby	Heulsuse	huilebalk	Плакса	llorón	Cry Baby	uplakánek	#VALUE!	Pláč	Uplakánek	plačící	Uplakánek
plaketka	plaque	Plakette	plak	бляшка	placa	plaque	plaketa	#VALUE!	deska	plaketa	poznávací značka	plaketa
plakátek	poster	Poster	poster	плакат	póster	affiche	plakát	#VALUE!	plakát	plakát	plakát	připojit
planetka	asteroid	Asteroid	asteroïde	астероид	asteroide	astéroïde	asteroid	#VALUE!	asteroid	asteroid	asteroid	asteroid
planinka	plain	schmucklos	vlak	простой	sencillo	plaine	prostý	nezdobený	že jo	jednoduchý	snadný	prostý
pláňka	plain	schmucklos	vlak	простой	sencillo	plaine	prostý	nezdobený	že jo	jednoduchý	snadný	prostý
úplateček	bribe	Bestechung	omkoping	взятка	soborno	pot-de-vin	úplatek	podplácení	podplácení	úplatek	podplácení	úplatek
záplatka	patch	Patch	lapje	пластырь	parche	correctif	náplast	#VALUE!	náplast	náplast	náplast	náplast
splávek	float	schweben	vlot	плавать	flotar	flotteur	plovák	#VALUE!	rychlý	plavat	plovák	plovák
výplavek	water	Wasser	water	вода	agua	l'eau	voda	#VALUE!	voda	voda	Voda	voda
záplavka	flood	Flut	overstroming	наводнение	inundación	inondation	zaplavit	#VALUE!	zaplavit	zaplavit	zaplavit	zaplavit
plavečky	swimming	Baden	zwemmen	плавание	natación	natation	plavání	#VALUE!	plavání	plavání	plavání	plavání
plaváček	swimmer	Schwimmer	zwemmer	пловец	nadador	nageur	plavec	#VALUE!	plavec	plavec	plavec	plavec
plšík	tilter	Tilter	tilter	плиток	tiltro	pêcheur	Tilter	#VALUE!	Tilter	dlaždice	tiltro	rybář
plecháček	tin	Zinn	blik	банка	estaño	étain	cín	#VALUE!	Koukni se	sklenice	cín	cín
plíšek	tag	Schild	label	ярлык	etiqueta	étiquette	štítek	#VALUE!	označení	označení	označení	označení
plenka	diaper	Windel	luier	подгузник	pañal	couche	plena	#VALUE!	plena	plena	Honeycomb	vrstva
plevka	pile	Haufen	stapel	куча	montón	pile	hromada	#VALUE!	hromada	Parta	hodně	hromada
plevílek	wreck	Wrack	wrak	крушение	naufragio	détruire	vrak	#VALUE!	vrak	Crack	vrak	zničit
pleška	jingle	klimpern	rinkelen	джингл	tintineo	tinter	cinkot	#VALUE!	hodnost	Cinkot	cinkot	úšklebek
plešounek	bald	kahl	kaal	лысый	calvo	chauve	plešatý	#VALUE!	plešatý	plešatý	plešatý	plešatý
plošinka	platform	Plattform	platform	Платформа	plataforma	Plate-forme	plošina	#VALUE!	plošina	Plošina	plošina	Plošina
ploška	pad	Pad	kussen	прокладка	almohadilla	tampon	podložka	#VALUE!	Políbit	podložka	podložka	vyrovnávací paměť
plodnička	fruit	Obst	fruit	фрукты	Fruta	fruit	ovoce	#VALUE!	ovoce	ovoce	Ovoce	ovoce
výplodek	compound	Verbindung	verbinding	сложный	compuesto	composé	sloučenina	spojení	odkaz	obtížný	sloučenina	sloučenina
zplozeneček	whimper	wimmern	janken	хныканье	gemido	gémissement	fňukat	#VALUE!	výt	fňukat	zasténání	zasténání
plůdek	fry	braten	bakken	жарить	freír	frire	potěr	#VALUE!	pečení	potěr	potěr	potěr
plotnička	plate	Teller	bord	пластина	lámina	assiette	talíř	#VALUE!	talíř	talíř	list	talíř
ploténka	disc	Rabatt	schijf	диск	desct	disque	disk	#VALUE!	disk	disk	disk	disk
plotýnka	hotplate	heiße Platte	heet bord	горячая тарелка	plato caliente	plat chaud	horký talíř	horký talíř	horký talíř	Horký talíř	Horké jídlo	horké jídlo
ploutvička	fin	Flosse	vin	плавник	aleta	ailette	ploutev	#VALUE!	ploutev	ploutev	ploutev	ploutev
plováček	float	schweben	vlot	плавать	flotar	flotteur	plovák	#VALUE!	rychlý	plavat	plovák	plovák
výplynek	outlet	Auslauf	uitstel	выход	toma de corriente	sortie	výstup	#VALUE!	zpoždění	výstup	zástrčka	výstup
plyšáček	pill	Pille	pil	таблетка	píldora	pilule	pilulka	#VALUE!	pilulka	tableta	pilulka	pilulka
plzeňka	Pilsen	Pilsen	Pilsen	Пильзен	Pilsen	Pilsen	Pilsen	#VALUE!	Pilsen	Pilzen	Pilsen	Pilsen
placička	place	Platz	plaats	место	lugar	place	místo	#VALUE!	Místo	místo	místo	náměstí
plánek	plan	planen	plan	план	plan	planifier	plán	#VALUE!	plán	plán	plán	plánovat
plátek	slice	Scheibe	plak	ломтик	rodaja	tranche	plátek	#VALUE!	deska	plátek	plátek	plátek
pláteček	stern	Stern	streng	корм	popa	arrière	záď	#VALUE!	přísný	krmit	Záď	zadní
plamének	clematis	Klematis	clematis	Клематис	clemátide	clématite	Clematis	#VALUE!	Clematis	Clematis	Clematis	Clematis
plamínek	flame	Flamme	vlam	пламя	fuego	flamme	plamen	#VALUE!	plamen	plamen	oheň	plamen
pláténko	canvas	Leinwand	canvas	холст	lienzo	Toile	plátno	#VALUE!	plátno	plátno	plátno	Tkanina
plátýnko	canvas	Leinwand	canvas	холст	lienzo	Toile	plátno	#VALUE!	plátno	plátno	plátno	Tkanina
baloňáček	Baloňáček	Baloňáček	Baloňáček	Балуахек	Baloňáček	Baloňáček	Baloňáček	#VALUE!	Baloňáček	Baliahek	Baloňáček	Baloňáček
pláštík	guise	Gestalt	beweren	грипп	guisa	apparence	Goise	#VALUE!	nárokovat si	chřipka	Goise	vzhled
pláštíček	cloak	Mantel	mantel	плащ	capa	manteau	plášť	#VALUE!	kabát	plášť	vrstva	kabát
plůtek	fence	Zaun	schutting	изгородь	valla	clôture	plot	#VALUE!	plot	živý plot	plot	oplocení
plíčky	lung	Lunge	long	легкое	pulmón	poumon	plíce	#VALUE!	plíce	plíce	plíce	plíce
oponka	curtain	Vorhang	gordijn	штора	cortina	rideau	záclona	#VALUE!	záclona	záclona	záclona	záclona
přeponka	hypotenus	Hypotenus	hypotenus	гипотенус	hipoteno	hypotenus	Hypotenus	#VALUE!	Hypotenus	Hypotenus	Hypage	hypotentní
připínáček	tack	Heftzwecke	tackelen	примечание	virar	clouer	připínáček	Brožur	řešení	Poznámka	připínáček	nehet
sponka	staple	Klammer	nietje	основной продукт	grapa	agrafe	sešík	#VALUE!	pomyslné	Hlavní produkt	sešík	klip
úponka	tendril	Ranke	rank	усика	zarcillo	vrille	úponka	#VALUE!	štíhlý	Usika	úponka	roztočit
úponek	tendril	Ranke	rank	усика	zarcillo	vrille	úponka	#VALUE!	štíhlý	Usika	úponka	roztočit
podmaršálek	podmaršálek	Podmaršálek	podmaršálek	Подмаршалек	podmaršálek	podmaršálek	Podmaršálek	Podmaršálek	Podmaršálek	Podmarshalek	Podmaršálek	Podmaršálek
podniček	bus	Bus	bus	автобус	autobús	bus	autobus	#VALUE!	autobus	autobus	autobus	autobus
podobenka	fobro	Fobro	fobro	Фобро	fobro	fobro	FOBRO	#VALUE!	Phobro	FOBRO	FOBRO	FOBRO
podsvazek	sub-volume	Sub-Volume	Sub-volume	суб-объем	subvolumen	sous-volume	Sub-volume	Dílčí svazek	Sub-volume	Sub-complete	Subvolum	doučování
podvěsek	pod	Pod	peul	капсул	vaina	cosse	lusk	#VALUE!	lusk	tobolky	pouzdro	lusk
pohárek	tumbler	Becher	tuimelaar	тумблер	vaso	verre	Tumbler	#VALUE!	Tumbler	Tumbler	sklenka	sklenka
poklička	lid	Deckel	deksel	крышка	tapa	couvercle	víčko	#VALUE!	víko	víčko	horní	víčko
obýváček	rosetteer	Rosetteer	roseteer	Розеттер	rosetista	rosette	Rosteer	#VALUE!	Roset	Rosetter	Růžice	růžice
pokojík	room	Zimmer	kamer	номер	habitación	chambre	pokoj, místnost	#VALUE!	pokoj, místnost	pokoj, místnost	pokoj, místnost	ložnice
pokojíček	room	Zimmer	kamer	номер	habitación	chambre	pokoj, místnost	#VALUE!	pokoj, místnost	pokoj, místnost	pokoj, místnost	ložnice
pokroutička	twist	Twist	twist	крутить	giro	tourner	kroutit	#VALUE!	kroutit	Kroutit	otočit se	otočit se
pokutička	penalty	Strafe	boete	штраф	multa	peine	trest	#VALUE!	pokuta	pokuta	pokuta	smutek
polnička	butterfly	Schmetterling	vlinder	бабочка	mariposa	papillon	motýl	motýl	motýl	motýl	motýl	motýl
políčko	box	Kasten	doos	коробка	caja	boîte	box	#VALUE!	box	box	pokladna	box
odpoledníček	afternoon	Nachmittag	middag	после полудня	tarde	après midi	odpoledne	odpoledne	odpoledne	odpoledne	odpoledne	odpoledne
